Date,Region,Report_Text
12/07/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/08/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/10/2022,NYIS,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
12/10/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/13/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/14/2022,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/14/2022,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/14/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/15/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/16/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/17/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/22/2022,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
12/22/2022,ERCO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
12/23/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/23/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/23/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/23/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/23/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/23/2022,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
12/23/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/23/2022,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
12/24/2022,SERC,System-wide voltage reductions of 3 percent or more.
12/24/2022,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
12/24/2022,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
12/24/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/25/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/25/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/26/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/26/2022,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/27/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/27/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/27/2022,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/27/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
12/27/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/27/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
12/29/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/29/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/30/2022,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/30/2022,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/31/2022,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/31/2022,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/01/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/01/2023,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/01/2023,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
01/02/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/02/2023,CISO,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations
01/02/2023,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/03/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/05/2023,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
01/05/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/06/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/07/2023,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/07/2023,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/08/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/12/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/12/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/12/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/13/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/19/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/20/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/23/2023,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/23/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/23/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/24/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/24/2023,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/24/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/25/2023,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
01/25/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/25/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/26/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/28/2023,SERC/RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/29/2023,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/30/2023,MISO,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
01/31/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/01/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/02/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/02/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/02/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/02/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/03/2023,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/04/2023,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/06/2023,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/06/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/07/2023,MISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/07/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/07/2023,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/08/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/11/2023,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/13/2023,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/13/2023,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/15/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/18/2023,MISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/19/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/21/2023,ERCO,Cyber event that could potentially impact electric power system adequacy or reliability
02/21/2023,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/21/2023,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/22/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/22/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/22/2023,MISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/23/2023,MISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/23/2023,CISO,Fuel supply emergencies that could impact electric power system adequacy or reliability
02/24/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/25/2023,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/26/2023,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/27/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/28/2023,MISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
03/01/2023,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/02/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,SERC/RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/03/2023,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/03/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/03/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/03/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/04/2023,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
03/04/2023,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
03/05/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/05/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/06/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/07/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/07/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/08/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/08/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/09/2023,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/10/2023,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/10/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/14/2023,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/14/2023,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/16/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/22/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/23/2023,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/23/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/23/2023,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
03/25/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/25/2023,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/26/2023,WECC ,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2023-03-28 00:00:00,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/28/2023,ERCO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
03/28/2023,ERCO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
03/29/2023,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/29/2023,MRO / RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/30/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/30/2023,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
03/30/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/30/2023,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
03/30/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/31/2023,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/31/2023,MISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/31/2023,SERC / RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/01/2023,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/03/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/03/2023,WECC/MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/08/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/11/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/14/2023,SERC, Cyber event that could potentially impact electric power system adequacy or reliability
04/15/2023,ERCO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
04/16/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/17/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/17/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/18/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/18/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/18/2023,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/19/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/19/2023,ERCO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
04/21/2023,CISO,Fuel supply emergencies that could impact electric power system adequacy or reliability
04/23/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/25/2023,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
04/26/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/27/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/27/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/29/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-05-01 00:00:00,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-05-02 00:00:00,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-02 00:00:00,RF/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-04 00:00:00,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-11 00:00:00,RF ,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2023-05-11 00:00:00,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-12 00:00:00,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-12 00:00:00,NYIS,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2023-05-13 00:00:00,MISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2023-05-13 00:00:00,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-13 00:00:00,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-16 00:00:00,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2023-05-21 00:00:00,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2023-05-22 00:00:00,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-05-23 00:00:00,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-24 00:00:00,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-05-24 00:00:00,MISO,Complete operational failure or shut down of the transmission and/or distribution electrical system
2023-05-26 00:00:00,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-28 00:00:00,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-05-30 00:00:00,NYIS,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2023-05-31 00:00:00,SERC,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.
2023-06-25 00:00:00,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-06-24 00:00:00,RF,- 10. Suspected Physical Attack
2023-06-25 00:00:00,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-06-25 00:00:00,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-06-25 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-06-27 00:00:00,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-06-25 00:00:00,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2023-06-27 00:00:00,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-06-29 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-06-28 00:00:00,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-06-22 00:00:00,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-06-20 00:00:00,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-06-30 00:00:00,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2023-07-01 00:00:00,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2023-07-06 00:00:00,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-07-06 00:00:00,MISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2023-07-06 00:00:00,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2023-07-07 00:00:00,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-07 00:00:00,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-07-09 00:00:00,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-09 00:00:00,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-10 00:00:00,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-07-14 00:00:00,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-16 00:00:00,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-17 00:00:00,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-18 00:00:00,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2023-07-18 00:00:00,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2023-07-20 00:00:00,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2023-07-20 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-20 00:00:00,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-22 00:00:00,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-07-25 00:00:00,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2023-07-26 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-26 00:00:00,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2023-07-28 00:00:00,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2023-07-28 00:00:00,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2023-07-28 00:00:00,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-28 00:00:00,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-28 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-28 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-28 00:00:00,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2023-07-29 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-29 00:00:00,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-07-29 00:00:00,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2023-07-30 00:00:00,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more."
2023-09-29 00:00:00,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
09/29/2023,"TRE,WECC"," Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/29/2023,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/28/2023,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/25/2023,SERC," Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/29/2023,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/28/2023,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
09/24/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/18/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/20/2023,MISO,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency"
09/16/2023,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/15/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/16/2023,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/13/2023,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/08/2023,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/08/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/08/2023,NYIS,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
09/08/2023,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/09/2023,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
